"id","label","description","icon_found","icon_match","icon_filename","icon_path"
"legfoxskin","Legendary Fox skin","A valuable and versatile skin from a legendary fox","True","item-id","legfoxskin.png","assets/items/legfoxskin.png"
"legrams1","Legendary Gabbro Horn Ram pelt","A rare and valuable pelt from a legendary Gabbro Horn Ram","False","none",,
"legpanthers2","Legendary Ghost Panther pelt","An ethereal pelt from a legendary Ghost Panther","False","none",,
"legbears4","Legendary Golden Spirit Bear pelt","A legendary pelt from a Golden Spirit Bear","False","none",,
"legrams4","Legendary GreatHorn Ram pelt","An impressive pelt from a legendary GreatHorn Ram","False","none",,
"legbeavers1","Legendary Grey Beaver pelt","A legendary pelt from a Grey Beaver","False","none",,
"legboars3","Legendary Icahi Boar pelt","A rare pelt from a legendary Icahi Boar","False","none",,
"legcougars1","Legendary Iguga Cougar pelt","A striking pelt from a legendary Iguga Cougar","False","none",,
"legelks3","Legendary Inahme Elk pelt","An exquisite pelt from a legendary Inahme Elk","False","none",,
"legpanthers3","Legendary Iwakta Panther pelt","A rare and valuable pelt from a legendary Iwakta Panther","False","none",,
"legelks1","Legendary Katata Elk pelt","An exceptional pelt from a legendary Katata Elk","False","none",,
"legmooses2","Legendary Knight Moose pelt","An impressive pelt from a legendary Knight Moose","False","none",,
"legfoxs2","Legendary Marble Fox pelt","A beautiful pelt from a legendary Marble Fox","False","none",,
"legcougars2","Legendary Maza Cougar pelt","An exceptional pelt from a legendary Maza Cougar","False","none",,
"legcoyotes2","Legendary Midnight Paw Coyote pelt","A dark and mysterious pelt from a legendary Midnight Paw Coyote","False","none",,
"legcoyotes3","Legendary Milk Coyote pelt","A rare pelt from a legendary Milk Coyote","False","none",,
"legwolfs3","Legendary Moonstone Wolf pelt","A magnificent pelt from a legendary Moonstone Wolf","False","none",,
"legmooseantler","Legendary Moose Antlers","A massive set of antlers from a legendary moose","True","item-id","legmooseantler.png","assets/items/legmooseantler.png"
"legmooses","Legendary Moose pelt","A majestic pelt from a legendary moose","False","none",,
"legbucks2","Legendary Mudrunner Buck pelt","A distinct pelt from a legendary Mudrunner Buck","False","none",,
"legpanthers1","Legendary Nightwalker Panther pelt","A dark and elusive pelt from a legendary Nightwalker Panther","False","none",,
"legwolfs2","Legendary Onyx Wolf pelt","nice item","False","none",,
"legbears2","Legendary Owiza Bear pelt","A legendary pelt from an Owiza Bear","False","none",,
"legelks2","Legendary Ozula Elk pelt","A rare pelt from a legendary Ozula Elk","False","none",,
"legbisons3","Legendary Payata Bison pelt","A prized pelt from a legendary Payata Bison","False","none",,
"legprongs","Legendary Pronghorn skin","A sleek and coveted skin from a legendary pronghorn","False","none",,
"legramhorn","Legendary Ram Horns","Impressive horns from a legendary ram","True","item-id","legramhorn.png","assets/items/legramhorn.png"
"legrams","Legendary Ram pelt","A distinctive pelt from a legendary ram","False","none",,
"legcoyotes1","Legendary Red Streak Coyote pelt","A vibrant pelt from a legendary Red Streak Coyote","False","none",,
"legbears3","Legendary Ridgeback Spirit Bear pelt","A legendary pelt from a Ridgeback Spirit Bear","False","none",,
"legmooses3","Legendary Rudy Moose pelt","A distinctive pelt from a legendary Rudy Moose","False","none",,
"legrams3","Legendary Rutile Horn Ram pelt","An exquisite pelt from a legendary Rutile Horn Ram","False","none",,
"legcougars3","Legendary Sapa Cougar pelt","A majestic pelt from a legendary Sapa Cougar","False","none",,
"legbucks4","Legendary Shadow Buck pelt","A mysterious pelt from a legendary Shadow Buck","False","none",,
"legbucks3","Legendary Snow Buck pelt","A pristine pelt from a legendary Snow Buck","False","none",,
"legmooses1","Legendary Snowflake Moose pelt","A pristine pelt from a legendary Snowflake Moose","False","none",,
"legaligators2","Legendary Sun Alligator pelt","A legendary pelt from a Sun Alligator","False","none",,
"legbisonstak","Legendary Takanta Bison pelt","An exceptional pelt from a legendary Takanta Bison","False","none",,
"legbisons1","Legendary Tatanka Bison pelt","An exquisite pelt from a legendary Tatanka Bison","False","none",,
"legaligators1","Legendary Teca Alligator pelt","A legendary pelt from a Teca Alligator","False","none",,
"legboars2","Legendary Wakpa Boar pelt","A formidable pelt from a legendary Wakpa Boar","False","none",,
"legbeavers2","Legendary White Beaver pelt","A legendary pelt from a White Beaver","False","none",,
"legboars4","Legendary Wildhog pelt","An untamed pelt from a legendary Wildhog","False","none",,
"legbisons2","Legendary Winyan Bison pelt","A beautiful pelt from a legendary Winyan Bison","False","none",,
"legwolfpelt","Legendary Wolf skin","A prized and valuable skin from a legendary wolf","True","item-id","legwolfpelt.png","assets/items/legwolfpelt.png"
"consumable_lemoncake","Lemon Cake","A delicious lemon cake","True","item-id","consumable_lemoncake.png","assets/items/consumable_lemoncake.png"
"lizardl","Lizard foot","A preserved foot of a lizard","False","none",,
"lizards","Lizard pelt","A unique and scaly skin from a lizard","False","none",,
"consumable_lock_breaker","Lock Breaker","A tool for breaking locks.","True","item-id","consumable_lock_breaker.png","assets/items/consumable_lock_breaker.png"
"lockpick","Lockpick","A handy tool used for picking locks","True","item-id","lockpick.png","assets/items/lockpick.png"
"lockpickmold","Lockpick Mold","A mold used for crafting lockpicks","True","item-id","lockpickmold.png","assets/items/lockpickmold.png"
"log_bencha","Log Bench 1","A comfortable log bench for outdoor seating","False","none",,
"logbench","Log Bench 1","A simple and natural log bench","False","none",,
"log_benchb","Log Bench 2","A spacious log bench for outdoor gatherings","False","none",,
"logbechs","Log Bench 2","A sturdy and rustic log bench design","False","none",,
"loungechair","Lounge Chair","A comfortable and stylish lounge chair","False","none",,
"loungechair2","Lounge Chair 2","A modern and luxurious lounge chair","False","none",,
"lumberaxe","Lumber Axe","A sturdy axe designed for cutting lumber","True","item-id","lumberaxe.png","assets/items/lumberaxe.png"
"mackerel","Mackerel","A small and silvery fish called mackerel","True","item-id","mackerel.png","assets/items/mackerel.png"
"provision_jewelry_turquoise_ring","Magnate Turquoise Ring","A solid gold ring with an oval of polished turquoise from Persia.","False","none",,
"marriagebook","Marriage Book","A book containing the guidelines and rituals for marriage","False","none",,
"marriagecertification","Marriage Certify","A legal document certifying a marriage","False","none",,
"meat","Meat","Fresh and uncooked meat from various animals","True","item-id","meat.png","assets/items/meat.png"
"consumable_meat_greavy","Meat Stew","A hearty meat stew.","True","item-id","consumable_meat_greavy.png","assets/items/consumable_meat_greavy.png"
"provision_hrlm_hairpin_metal","Meatl Hairpin","A beautiful metal hairpin.","False","none",,
"consumable_medicine","Medicine","Medicinal treatment.","True","item-id","consumable_medicine.png","assets/items/consumable_medicine.png"
"a_c_fishbluegil_01_ms","Medium Bluegil","A medium-sized Bluegil fish.","True","item-id","a_c_fishbluegil_01_ms.png","assets/items/a_c_fishbluegil_01_ms.png"
"a_c_fishbullheadcat_01_ms","Medium Bullhead","A medium-sized Bullhead fish.","True","item-id","a_c_fishbullheadcat_01_ms.png","assets/items/a_c_fishbullheadcat_01_ms.png"
"butchertable2","Medium Butcher Table","A medium-sized table used for butchering animals.","False","none",,
"a_c_fishperch_01_ms","Medium Perch","A medium-sized Perch fish.","True","item-id","a_c_fishperch_01_ms.png","assets/items/a_c_fishperch_01_ms.png"
"a_c_fishchainpickerel_01_ms","Medium Pickerel","A medium-sized Pickerel fish.","True","item-id","a_c_fishchainpickerel_01_ms.png","assets/items/a_c_fishchainpickerel_01_ms.png"
"a_c_fishredfinpickerel_01_ms","Medium Redfin Pickerel","A medium-sized Redfin Pickerel fish.","True","item-id","a_c_fishredfinpickerel_01_ms.png","assets/items/a_c_fishredfinpickerel_01_ms.png"
"a_c_fishrockbass_01_ms","Medium Rockbass","A medium-sized Rockbass fish.","True","item-id","a_c_fishrockbass_01_ms.png","assets/items/a_c_fishrockbass_01_ms.png"
"metal_gear","Metal gear","A metal gear used in many machines.","True","item-id","metal_gear.png","assets/items/metal_gear.png"
"provision_asteroid_chunk","Meteorite","A rock that has fallen from space.","False","none",,
"mexitillas","Mexitillas","A can of mixed mexcian beans.","True","item-id","mexitillas.png","assets/items/mexitillas.png"
"milk","Milk","A nutritious and creamy dairy product","True","item-id","milk.png","assets/items/milk.png"
"Milk_Weed","Milk Weed","A plant with milky sap used for medicinal purposes","True","item-id","Milk_Weed.png","assets/items/Milk_Weed.png"
"Milk_Weed_Seed","Milk Weed Seed","Seeds of the milkweed plant for cultivation","True","item-id","Milk_Weed_Seed.png","assets/items/Milk_Weed_Seed.png"
"appleCrumbMash","Minty Berry Mash","A mashed mixture of mint and berries used for crafting Moonshine","True","item-id","appleCrumbMash.png","assets/items/appleCrumbMash.png"
"appleCrumbMoonshine","Minty Berry Moonshine","A strong alcoholic beverage made from mint and berries","True","item-id","appleCrumbMoonshine.png","assets/items/appleCrumbMoonshine.png"
"provision_ro_flower_moccasin","Moccasin Orchid","Moccasin Flower Orchid can be identified by the yellow pouch like petal, red sepals, and wide leaves. This orchid can be found growing near pines or conifers in woodlands and forests.","False","none",,
"ammomolotov","Molotov Ammo","A glass bottle filled with flammable liquid, designed to burst into flames upon impact.","True","item-id","ammomolotov.png","assets/items/ammomolotov.png"
"moonshine","Moonshine","An illegally distilled and potent alcoholic beverage","True","item-id","moonshine.png","assets/items/moonshine.png"
"mooseantler","Moose Antlers","Impressive antlers shed by a moose","True","item-id","mooseantler.png","assets/items/mooseantler.png"
"mooses","Moose pelt","A large and thick fur coat from a moose","False","none",,
"morphine","Morphine","A potent analgesic and narcotic medication","True","item-id","morphine.png","assets/items/morphine.png"
"morpcert","Morphine Prescription","A medical prescription for morphine medication","False","none",,
"mountainmen","Mountain Camp Set","A set of equipment and supplies for a mountain camp","False","none",,
"muskrats","Muskrat skin","The fur skin of a muskrat, commonly used for crafting","True","item-id","muskrats.png","assets/items/muskrats.png"
"Mutton","Mutton","Meat from mature sheep used in cooking","True","item-id","Mutton.png","assets/items/Mutton.png"
"nails","Nails","Small metal fasteners used for joining materials","True","item-id","nails.png","assets/items/nails.png"
"nativebasket1","Native Basket 1","A traditional native basket for carrying items","False","none",,
"nativebasket2","Native Basket 2","A second variation of a traditional native basket","False","none",,
"nativeskull","Native Decor 1","A decorative native skull for ornamental purposes","False","none",,
"nativedecor","Native Decor Set","A set of decorative native items for display","False","none",,
"nativepot","Native Pot","A traditional native pot for cooking and storage","False","none",,
"tipi","Native Tipi","A traditional Native American tipi.","False","none",,
"naturalwagon","Naturalists Wagon Set","A wagon set equipped for naturalists and explorers","False","none",,
"collector_fossil_neo","Neospirifer Fossil","A common Neospirifer fossil, millions of years old. Good condition.","False","none",,
"provision_hrlm_brush_rosewood_ng","New Guinea Rosewood Hairbrush","An exotic new guinea rosewood hairbrush.","False","none",,
"newspaper","Newspaper","A printed publication containing news and articles","False","none",,
"provision_ro_flower_night_scented","Night Scented Orchid","Night Scented Orchid can be identified by the alternate stems, the long sepals, and white petal flowers. This orchid can be found growing upon another plant, often draping down from trees.","False","none",,
"nightstand","Nightstand","A small bedside table for holding personal items","False","none",,
"nitrite","Nitrite","A chemical compound used in various industrial processes","True","item-id","nitrite.png","assets/items/nitrite.png"
"nitroglyserolia","Nitroglycerol","A highly explosive liquid compound used in explosives","True","item-id","nitroglyserolia.png","assets/items/nitroglyserolia.png"
"notebook","Notebook","A small book with blank pages for writing or drawing","True","item-id","notebook.png","assets/items/notebook.png"
"provision_arrowhead_obsidian","Obsidian Arrowhead","A valuable arrowhead of smooth, gleaming obsidian.","False","none",,
"provision_jewelry_gld_bngle_bracelet","Ojeda Rose Gold Bangle Bracelet","A large bracelet of rose gold with elaborate cameo detailing.","False","none",,
"obed","Old bed","An old bed that has seen better days.","False","none",,
"Oleander_Sage","Oleander Sage","A herb known for its medicinal properties.","True","item-id","Oleander_Sage.png","assets/items/Oleander_Sage.png"
"Oleander_Sage_Seed","Oleander Sage Seed","A seed that can be planted to grow Oleander Sage.","True","item-id","Oleander_Sage_Seed.png","assets/items/Oleander_Sage_Seed.png"
"opossumc","Opossum claws","Sharp claws from an opossum.","False","none",,
"opossums","Opossum skin","The fur and skin of an opossum.","False","none",,
"provision_jewelry_dmnd_pendt_earring","Orchid├⌐e Diamond Earrings","Earrings set with clusters of brilliant cut diamonds in a floral pattern.","False","none",,
"orden_presidente","Order of the President","A prestigious order awarded by the President.","True","item-id","orden_presidente.png","assets/items/orden_presidente.png"
"consumable_herb_oregano","Oregano","Fragrant oregano leaves.","True","item-id","consumable_herb_oregano.png","assets/items/consumable_herb_oregano.png"
"Oregano","Oregano","A fragrant herb commonly used in cooking.","True","item-id","oregano.png","assets/items/oregano.png"
"Oregano_Seed","Oregano Seed","A seed that can be planted to grow Oregano.","True","item-id","Oregano_Seed.png","assets/items/Oregano_Seed.png"
"oriole_c","Oriole","Vibrant feathers from an Oriole bird.","False","none",,
"owlt","Owl claws","Sharp claws from an owl.","True","item-id","owlt.png","assets/items/owlt.png"
"owlf","Owl feather","Feathers shed by an owl.","True","item-id","owlf.png","assets/items/owlf.png"
"panthere","Panther eyes","Intense and captivating eyes from a panther.","False","none",,
"panthers","Panther skin","The sleek and supple skin of a panther.","False","none",,
"paper","Paper","Sheets of paper for writing or drawing.","True","item-id","paper.png","assets/items/paper.png"
"parasol","Parasol","A stylish and functional parasol to shield from the sun.","False","none",,
"Parasol_Mushroom","Parasol Mushroom","A mushroom with a wide, umbrella-like cap.","True","item-id","Parasol_Mushroom.png","assets/items/Parasol_Mushroom.png"
"Parasol_Mushroom_Seed","Parasol Mushroom Seed","A seed that can be planted to grow parasol mushrooms.","True","item-id","Parasol_Mushroom_Seed.png","assets/items/Parasol_Mushroom_Seed.png"
"bparrotb","Parrot beak","A beak obtained from a parrot.","False","none",,
"bparrotf","Parrot feather","A feather obtained from a parrot.","False","none",,
"consumable_peach","Peach","Juicy and ripe peach.","True","item-id","consumable_peach.png","assets/items/consumable_peach.png"
"consumable_peachcobbler","Peach Cobbler","A tasty peach cobbler.","True","item-id","consumable_peachcobbler.png","assets/items/consumable_peachcobbler.png"
"consumable_peachjelly","Peach Jelly","Peach flavored jelly.","True","item-id","consumable_peachjelly.png","assets/items/consumable_peachjelly.png"
"mashpeach","Peach Mash","A mashed mixture of peaches used in culinary preparations","True","item-id","mashpeach.png","assets/items/mashpeach.png"
"peachseeds","Peach Seeds","Seeds that can be planted to grow peach trees.","True","item-id","peachseeds.png","assets/items/peachseeds.png"
"consumable_pear","Pear","A sweet and juicy pear.","True","item-id","consumable_pear.png","assets/items/consumable_pear.png"
"pearl","Pearl","A hard, glistening object produced within the soft tissue of a living shelled mollusk.","True","item-id","pearl.png","assets/items/pearl.png"
"provision_earring_pearl","Pearl Earring","A gold earring.","False","none",,
"peasantb","Peasant beak","The beak of a peasant bird.","True","item-id","peasantb.png","assets/items/peasantb.png"
"peasantf","Peasant feather","A feather from a peasant bird.","True","item-id","peasantf.png","assets/items/peasantf.png"
"pecaris","Peccary pelt","The fur of a peccary, a pig-like mammal.","False","none",,
"pelicanb","Pelican beak","The beak of a pelican bird.","True","item-id","pelicanb.png","assets/items/pelicanb.png"
"pelicanf","Pelican feather","A feather from a pelican bird.","True","item-id","pelicanf.png","assets/items/pelicanf.png"
"provision_jewelry_mthr_pearl_necklace","Pell├⌐ Pearl Necklace","A beaded chain necklace with a fashionable mother of pearl pendant.","False","none",,
"pen","Pen","A writing instrument used to apply ink.","True","item-id","pen.png","assets/items/pen.png"
"consumable_peppermint","Peppermint","Peppermint flavored candy.","True","item-id","consumable_peppermint.png","assets/items/consumable_peppermint.png"
"consumable_horsepeppermints","Peppermint Stick","Peppermint flavored candy stick.","True","item-id","consumable_horsepeppermints.png","assets/items/consumable_horsepeppermints.png"
"Health_For_Dog","Pet Bandages","Bandages designed for treating injuries in pets.","True","item-id","Health_For_Dog.png","assets/items/Health_For_Dog.png"
"Drink_For_Dog","Pet Water","A refreshing drink specially made for pets to keep them hydrated.","True","item-id","Drink_For_Dog.png","assets/items/Drink_For_Dog.png"
"collector_fossil_stone","Petoskey Stone Fossil","A common rock made of fossilized coral. Unpolished.","False","none",,
"pheasant_taxidermy","Pheasant Taxidermy","A preserved mount of a pheasant bird for display.","False","none",,
"phestaxi","Pheasant Taxidermy","A preserved mount of a pheasant bird for display.","False","none",,
"pickaxe","Pickaxe","A tool with a pointed end and a handle, used for breaking up rocks and mining.","True","item-id","pickaxe.png","assets/items/pickaxe.png"
"porkfat","Pig fat","The fat obtained from a pig, often used in cooking and making lard.","True","item-id","porkfat.png","assets/items/porkfat.png"
"pigs","Pig pelt","The skin and fur of a pig.","False","none",,
"pigeon_c","Pigeon","A pigeon bird.","False","none",,
"provision_jewelry_moon_ring","Pilgrim Moonstone Ring","A thick gold band with a single claw set moonstone.","False","none",,
"pipe","Pipe","A tubular device used for smoking tobacco or other substances.","True","item-id","pipe.png","assets/items/pipe.png"
"dynamite","Pipe charge dynamite","An explosive device consisting of a tube filled with explosive material, used for various purposes including mining and demolition.","True","item-id","dynamite.png","assets/items/dynamite.png"
"ammopistolexplosive","Pistol Ammo Explosive","Ammunition for a pistol with explosive properties, causing significant damage upon impact.","True","item-id","ammopistolexplosive.png","assets/items/ammopistolexplosive.png"
"ammopistolexpress","Pistol Ammo Express","High-velocity ammunition specifically designed for pistols, providing increased range and damage.","True","item-id","ammopistolexpress.png","assets/items/ammopistolexpress.png"
"ammopistolnormal","Pistol Ammo Normal","Standard ammunition used with pistols for self-defense and combat.","True","item-id","ammopistolnormal.png","assets/items/ammopistolnormal.png"
"ammopistolsplitpoint","Pistol Ammo Splitpoint","Ammunition with a split point tip, designed to cause more damage and improve accuracy.","True","item-id","ammopistolsplitpoint.png","assets/items/ammopistolsplitpoint.png"
"ammopistolvelocity","Pistol Ammo Velocity","Ammunition designed to enhance the velocity and accuracy of pistol shots.","True","item-id","ammopistolvelocity.png","assets/items/ammopistolvelocity.png"
"planttrimmer","Plant Trimmer","A set plant trimmers to keep the weeds in check.","True","item-id","planttrimmer.png","assets/items/planttrimmer.png"
"provision_bracelet_platinum","Platinum Bracelet","A platinum bracelet","False","none",,
"provision_buckle_platinum","Platinum Buckle","A platinum belt buckle.","False","none",,
"provision_earring_platinum","Platinum Earring","A beautiful pearl earring.","False","none",,
"provision_ring_platinum","Platinum Ring","A finely crafted platinum ring.","False","none",,
"mashplum","Plum Mash","A mashed mixture of plums used in cooking and distilling","True","item-id","mashplum.png","assets/items/mashplum.png"
"pocket_watch","Pocket Watch","A small timepiece designed to be carried in a pocket.","True","item-id","pocket_watch.png","assets/items/pocket_watch.png"
"ammopoisonbottle","Poison Bottle Ammo","A glass bottle filled with a poisonous substance, used to coat weapons and inflict additional damage.","True","item-id","ammopoisonbottle.png","assets/items/ammopoisonbottle.png"
"frogbull2_c","Poisoned Frogbull","A toxic variant of a frogbull.","False","none",,
"toadpoison_c","Poisoned Toad","A toad that carries poison.","False","none",,
"pokerset","Poker Table Set","A complete set for playing poker, including a table and cards.","False","none",,
"pork","Pork","The meat from a pig, commonly used for cooking and eating.","True","item-id","pork.png","assets/items/pork.png"
"potato","Potato","An edible starchy tuber that is commonly used in cooking.","True","item-id","potato.png","assets/items/potato.png"
"potatoseed","Potato Seed","A seed that can be planted to grow potato plants.","True","item-id","potatoseed.png","assets/items/potatoseed.png"
"potion","Potion","A potion with magical healing properties.","True","item-id","potion.png","assets/items/potion.png"
"consumable_poundcake","Pound Cake","A delicious pound cake.","True","item-id","consumable_poundcake.png","assets/items/consumable_poundcake.png"
"prairib","Prairie Chicken Beak","The beak of a prairie chicken, a bird species found in grassland habitats.","True","item-id","prairib.png","assets/items/prairib.png"
"prairif","Prairie Chicken Feather","A feather from a prairie chicken bird, often used in crafts and decorations.","True","item-id","prairif.png","assets/items/prairif.png"
"Prairie_Poppy","Prairie Poppy","A type of poppy flower that is native to prairie regions.","True","item-id","Prairie_Poppy.png","assets/items/Prairie_Poppy.png"
"Prairie_Poppy_Seed","Prairie Poppy Seed","A seed that can be planted to grow prairie poppy flowers.","True","item-id","Prairie_Poppy_Seed.png","assets/items/Prairie_Poppy_Seed.png"
"premium_beefjerky","Premium Beef Jerky","nice item","True","item-id","premium_beefjerky.png","assets/items/premium_beefjerky.png"
"consumable_pretzel","Pretzel","A tasty pretzel with salt.","True","item-id","consumable_pretzel.png","assets/items/consumable_pretzel.png"
"pronghornh","Pronghorn Horn","The horn of a pronghorn, a mammal native to North America.","True","item-id","pronghornh.png","assets/items/pronghornh.png"
"prongs","Pronghorn Skin","The skin of a pronghorn, known for its soft and durable fur.","False","none",,
"pulp","Pulp","A soft and moist mass of plant fibers, typically obtained from crushing or processing plant materials.","True","item-id","pulp.png","assets/items/pulp.png"
"quailb","Quail Beak","The beak of a quail bird, often used for crafts and decorative purposes.","True","item-id","quailb.png","assets/items/quailb.png"
"quailf","Quail Feather","A feather from a quail bird, known for its small size and distinctive patterns.","True","item-id","quailf.png","assets/items/quailf.png"
"quartz","Quartz","A hard mineral often used in jewelry and decorative items.","True","item-id","quartz.png","assets/items/quartz.png"
"provision_arrowhead_quartz","Quartz Arrowhead","An eye-catching arrowhead of cut quartz, in good condition.","False","none",,
"provision_ro_flower_queens","Queens Orchid","The Queens Orchid can be identified by the white sepals, and purple and white curled petal.","False","none",,
"rabbits","Rabbit Skin","The skin of a rabbit, commonly used in making fur garments and accessories.","False","none",,
"rabbitpaw","Rabbitfoot","The foot of a rabbit, sometimes considered a good luck charm.","True","item-id","rabbitpaw.png","assets/items/rabbitpaw.png"
"raccoons","Raccoon Skin","The skin of a raccoon, known for its distinctive ringed tail and soft fur.","False","none",,
"raccoont","Raccoon Tooth","A tooth from a raccoon, often used in crafts and jewelry.","True","item-id","raccoont.png","assets/items/raccoont.png"
"collector_fossil_pet_wood_rainbow","Rainbow Petrified Wood Fossil","An uncommon piece of petrified wood filled with multicolored crystals.","False","none",,
"a_c_fishrainbowtrout_01_ms","Rainbow Trout","A Rainbow Trout fish.","True","item-id","a_c_fishrainbowtrout_01_ms.png","assets/items/a_c_fishrainbowtrout_01_ms.png"
"raisin","Raisin","A dried grape that makes good eating.","True","item-id","raisin.png","assets/items/raisin.png"
"ramhorn","Ram Horn","The horn of a ram, a male sheep, often used in crafting and decoration.","True","item-id","ramhorn.png","assets/items/ramhorn.png"
"rams","Ram Pelt","The fur and skin of a ram, known for its warmth and durability.","False","none",,
"Rams_Head","Rams Head","The preserved head of a ram, often used as a hunting trophy or decorative item.","True","item-id","Rams_Head.png","assets/items/Rams_Head.png"
"Rams_Head_Seed","Rams Head Seed","A seed that can be planted to grow plants resembling a rams head.","True","item-id","Rams_Head_Seed.png","assets/items/Rams_Head_Seed.png"
"raspberryale","Raspberry Ale","A type of ale infused with the flavor of raspberries.","True","item-id","raspberryale.png","assets/items/raspberryale.png"
"consumable_raspberryjelly","Raspberry Jelly","Raspberry flavored jelly.","True","item-id","consumable_raspberryjelly.png","assets/items/consumable_raspberryjelly.png"
"mashraspberry","Raspberry Mash","A mashed mixture of raspberries used for culinary purposes","True","item-id","mashraspberry.png","assets/items/mashraspberry.png"
"mashraspberry90p","Raspberry Mash 90p","A concentrated raspberry mash used for crafting potent beverages","True","item-id","mashraspberry90p.png","assets/items/mashraspberry90p.png"
"rat_c","Rat","A small rodent known for its agility and ability to adapt to various environments.","False","none",,
"provision_ro_flower_rat_tail","Rat Tail Orchid","The Rat Tail Orchid has long, thin hanging stems, pencil-like leaves and rigid flowering stems bearing up to twelve crowded white to cream-coloured flowers.","False","none",,
"ravenc","Raven Claws","The claws of a raven bird, often used for crafts and jewelry.","True","item-id","ravenc.png","assets/items/ravenc.png"
"ravenf","Raven Feather","A feather from a raven bird, known for its glossy black color and sleek appearance.","True","item-id","ravenf.png","assets/items/ravenf.png"
"provision_arrowhead_raw","Raw Arrowhead","A roughly hacked arrowhead made from pale stone.","False","none",,
"raw_bacon","Raw Bacon","Raw uncooked bacon.","True","item-id","raw_bacon.png","assets/items/raw_bacon.png"
"rectable","Rectangle Table","A rectangular-shaped table, suitable for various purposes such as dining or work.","False","none",,
"rectangle_table","Rectangle Table","A table with a rectangular shape, often used for dining or as a work surface.","False","none",,
"Red_Raspberry","Red Raspberry","A type of raspberry with a red color, commonly used in desserts and preserves.","True","item-id","Red_Raspberry.png","assets/items/Red_Raspberry.png"
"Red_Raspberry_Seed","Red Raspberry Seed","A seed that can be planted to grow red raspberry plants.","True","item-id","Red_Raspberry_Seed.png","assets/items/Red_Raspberry_Seed.png"
"Red_Sage","Red Sage","A type of sage plant with red-colored flowers, often used in herbal remedies and smudging ceremonies.","True","item-id","Red_Sage.png","assets/items/Red_Sage.png"
"Red_Sage_Seed","Red Sage Seed","A seed that can be planted to grow red sage plants.","True","item-id","Red_Sage_Seed.png","assets/items/Red_Sage_Seed.png"
"squirrel_red_c","Red Squirrel","A Red squirrel","False","none",,
"boobyb","Red-footed booby beak","A beak obtained from a red-footed booby bird.","False","none",,
"boobyf","Red-footed booby feather","A feather obtained from a red-footed booby bird.","False","none",,
"ammorepeaterexplosive","Repeater Ammo Explosive","Ammunition for a repeater rifle with explosive properties, causing significant damage upon impact.","True","item-id","ammorepeaterexplosive.png","assets/items/ammorepeaterexplosive.png"
"ammorepeaterexpress","Repeater Ammo Express","High-velocity ammunition specifically designed for repeater rifles, providing increased range and damage.","True","item-id","ammorepeaterexpress.png","assets/items/ammorepeaterexpress.png"
"ammorepeaternormal","Repeater Ammo Normal","Standard ammunition used with repeater rifles for self-defense and combat.","True","item-id","ammorepeaternormal.png","assets/items/ammorepeaternormal.png"
"ammorepeatersplitpoint","Repeater Ammo Splitpoint","Ammunition with a split point tip, designed to cause more damage and improve accuracy when used with repeater rifles.","True","item-id","ammorepeatersplitpoint.png","assets/items/ammorepeatersplitpoint.png"
"ammorepeatervelocity","Repeater Ammo Velocity","Ammunition designed to enhance the velocity and accuracy of repeater rifle shots.","True","item-id","ammorepeatervelocity.png","assets/items/ammorepeatervelocity.png"
"repeaterbarrel","Repeater Barrel","A replacement barrel for a repeater firearm, used for improving accuracy and performance.","False","none",,
"repeatermold","Repeater Mold","A mold used for casting the components of a repeater firearm.","True","item-id","repeatermold.png","assets/items/repeatermold.png"
"repeaterreceiver","Repeater Receiver","A replacement receiver for a repeater firearm, which houses the firing mechanism.","True","item-id","repeaterreceiver.png","assets/items/repeaterreceiver.png"
"repeaterrecmold","Repeater Receiver Mold","A mold used for casting the receiver of a repeater firearm.","True","item-id","repeaterrecmold.png","assets/items/repeaterrecmold.png"
"repeaterstock","Repeater Stock","A replacement stock for a repeater firearm, providing stability and control.","True","item-id","repeaterstock.png","assets/items/repeaterstock.png"
"ammorevolverexplosive","Revolver Ammo Explosive","Ammunition for a revolver with explosive properties, causing significant damage upon impact.","True","item-id","ammorevolverexplosive.png","assets/items/ammorevolverexplosive.png"
"ammorevolverexpress","Revolver Ammo Express","High-velocity ammunition specifically designed for revolvers, providing increased range and damage.","True","item-id","ammorevolverexpress.png","assets/items/ammorevolverexpress.png"
"ammorevolvernormal","Revolver Ammo Normal","Standard ammunition used with revolvers for self-defense and combat.","True","item-id","ammorevolvernormal.png","assets/items/ammorevolvernormal.png"
"ammorevolversplitpoint","Revolver Ammo Splitpoint","Ammunition with a split point tip, designed to cause more damage and improve accuracy when used with revolvers.","True","item-id","ammorevolversplitpoint.png","assets/items/ammorevolversplitpoint.png"
"ammorevolvervelocity","Revolver Ammo Velocity","Ammunition designed to enhance the velocity and accuracy of revolver shots.","True","item-id","ammorevolvervelocity.png","assets/items/ammorevolvervelocity.png"
"revolverbarrel","Revolver Barrel","A replacement barrel for a revolver firearm, used for improving accuracy and performance.","False","none",,
"revolvercylinder","Revolver Cylinder","A replacement cylinder for a revolver firearm, which holds the ammunition.","True","item-id","revolvercylinder.png","assets/items/revolvercylinder.png"
"revolverhandle","Revolver Handle","A replacement handle for a revolver firearm, providing grip and control.","True","item-id","revolverhandle.png","assets/items/revolverhandle.png"
